timestamp,open,high,low,close,volume
2024-12-20 05:10:00,4.05170000,4.07290000,4.04850000,4.06450000,383862.50000000
2024-12-20 05:15:00,4.06500000,4.06980000,4.03230000,4.03570000,177444.40000000
2024-12-20 05:20:00,4.03580000,4.06250000,4.03440000,4.05770000,175350.10000000
2024-12-20 05:25:00,4.05770000,4.06120000,4.04050000,4.04760000,154156.60000000
2024-12-20 05:30:00,4.04760000,4.06540000,4.04210000,4.05740000,131818.40000000
2024-12-20 05:35:00,4.05750000,4.06590000,4.04460000,4.06530000,87408.60000000
2024-12-20 05:40:00,4.06520000,4.07380000,4.06240000,4.06550000,120295.70000000
2024-12-20 05:45:00,4.06540000,4.06620000,4.03710000,4.03890000,141705.10000000
2024-12-20 05:50:00,4.03900000,4.03900000,4.02540000,4.02890000,169255.60000000
2024-12-20 05:55:00,4.02860000,4.02860000,3.98480000,4.00480000,1107052.60000000
2024-12-20 06:00:00,4.00470000,4.01040000,3.98810000,4.00030000,372003.10000000
2024-12-20 06:05:00,4.00060000,4.00100000,3.98370000,4.00100000,237930.30000000
2024-12-20 06:10:00,4.00110000,4.01100000,3.98520000,3.99650000,233147.00000000
2024-12-20 06:15:00,3.99650000,4.02800000,3.99390000,4.02550000,253776.40000000
2024-12-20 06:20:00,4.02550000,4.03500000,4.01300000,4.01860000,200087.30000000
2024-12-20 06:25:00,4.01870000,4.01880000,3.95140000,3.95970000,618942.70000000
2024-12-20 06:30:00,3.95970000,3.96940000,3.94080000,3.94940000,594139.80000000
2024-12-20 06:35:00,3.94930000,3.95000000,3.91740000,3.92900000,886398.20000000
2024-12-20 06:40:00,3.92890000,3.93600000,3.90430000,3.90960000,947092.00000000
2024-12-20 06:45:00,3.90960000,3.93660000,3.90010000,3.91720000,698982.60000000
2024-12-20 06:50:00,3.91750000,3.93940000,3.91350000,3.91460000,353532.90000000
2024-12-20 06:55:00,3.91450000,3.95070000,3.90380000,3.95070000,825426.40000000
2024-12-20 07:00:00,3.95060000,4.01740000,3.94810000,4.01610000,792820.00000000
2024-12-20 07:05:00,4.01590000,4.08100000,4.01250000,4.07600000,945866.60000000
2024-12-20 07:10:00,4.07600000,4.10360000,4.04870000,4.08530000,899932.60000000
2024-12-20 07:15:00,4.08540000,4.13180000,4.07540000,4.09140000,962798.60000000
2024-12-20 07:20:00,4.09140000,4.10370000,4.07520000,4.08000000,433041.50000000
2024-12-20 07:25:00,4.07960000,4.08600000,4.06270000,4.06910000,235900.40000000
2024-12-20 07:30:00,4.06920000,4.07300000,4.04290000,4.04560000,291684.60000000
2024-12-20 07:35:00,4.04540000,4.04790000,4.01700000,4.03530000,508774.60000000
2024-12-20 07:40:00,4.03560000,4.03740000,3.96190000,3.99830000,998485.60000000
2024-12-20 07:45:00,3.99790000,4.01140000,3.98780000,4.00280000,450514.20000000
2024-12-20 07:50:00,4.00290000,4.00440000,3.97610000,3.98280000,333181.60000000
2024-12-20 07:55:00,3.98280000,3.98720000,3.97230000,3.98190000,203939.00000000
2024-12-20 08:00:00,3.98180000,3.98180000,3.95410000,3.95530000,552540.80000000
2024-12-20 08:05:00,3.95520000,3.96020000,3.91220000,3.91590000,600975.60000000
2024-12-20 08:10:00,3.91580000,3.92040000,3.88860000,3.91030000,929505.40000000
2024-12-20 08:15:00,3.91010000,3.91250000,3.87650000,3.88180000,674451.50000000
2024-12-20 08:20:00,3.88190000,3.88280000,3.85000000,3.86690000,931044.60000000
2024-12-20 08:25:00,3.86670000,3.87920000,3.85140000,3.85510000,568269.00000000
2024-12-20 08:30:00,3.85520000,3.86950000,3.83390000,3.86410000,815015.30000000
2024-12-20 08:35:00,3.86410000,3.86830000,3.83660000,3.84110000,565251.80000000
2024-12-20 08:40:00,3.84100000,3.84730000,3.82250000,3.82630000,820360.60000000
2024-12-20 08:45:00,3.82630000,3.86690000,3.81760000,3.85560000,850224.50000000
2024-12-20 08:50:00,3.85600000,3.86810000,3.82240000,3.82440000,525492.90000000
2024-12-20 08:55:00,3.82430000,3.83060000,3.78750000,3.81260000,1124267.60000000
2024-12-20 09:00:00,3.81420000,3.84590000,3.79560000,3.80460000,1348636.50000000
2024-12-20 09:05:00,3.80460000,3.81330000,3.75740000,3.76940000,1092843.90000000
2024-12-20 09:10:00,3.76930000,3.80000000,3.76580000,3.77200000,907669.50000000
2024-12-20 09:15:00,3.77190000,3.81670000,3.76800000,3.81560000,894350.90000000
2024-12-20 09:20:00,3.81560000,3.83710000,3.79120000,3.79240000,959525.90000000
2024-12-20 09:25:00,3.79200000,3.79620000,3.75370000,3.78120000,708248.20000000
2024-12-20 09:30:00,3.78080000,3.80360000,3.76360000,3.79570000,656175.90000000
2024-12-20 09:35:00,3.79530000,3.80180000,3.74720000,3.75220000,1668159.30000000
2024-12-20 09:40:00,3.75210000,3.76310000,3.74500000,3.75360000,1214297.70000000
2024-12-20 09:45:00,3.75360000,3.76310000,3.74680000,3.75800000,756547.70000000
2024-12-20 09:50:00,3.75780000,3.75780000,3.71360000,3.71360000,888283.90000000
2024-12-20 09:55:00,3.71370000,3.72020000,3.69620000,3.70260000,1110867.50000000
2024-12-20 10:00:00,3.70240000,3.73880000,3.69940000,3.72020000,1038478.00000000
2024-12-20 10:05:00,3.72010000,3.72520000,3.69790000,3.70140000,811592.30000000
2024-12-20 10:10:00,3.70150000,3.70950000,3.61120000,3.61520000,4744416.50000000
2024-12-20 10:15:00,3.61460000,3.68700000,3.59950000,3.67550000,2654530.00000000
2024-12-20 10:20:00,3.67730000,3.70040000,3.60310000,3.61660000,1584542.30000000
2024-12-20 10:25:00,3.61740000,3.69960000,3.60340000,3.67290000,1529318.50000000
2024-12-20 10:30:00,3.67280000,3.69660000,3.63880000,3.65470000,1476196.50000000
2024-12-20 10:35:00,3.65450000,3.67620000,3.62870000,3.67330000,727063.50000000
2024-12-20 10:40:00,3.67340000,3.76690000,3.67340000,3.68970000,2085509.00000000
2024-12-20 10:45:00,3.68970000,3.69480000,3.65530000,3.65940000,507246.80000000
2024-12-20 10:50:00,3.65940000,3.66360000,3.64430000,3.64660000,599321.50000000
2024-12-20 10:55:00,3.64630000,3.66060000,3.63640000,3.64760000,390228.10000000
2024-12-20 11:00:00,3.64710000,3.69510000,3.63230000,3.68050000,755632.20000000
2024-12-20 11:05:00,3.68030000,3.71170000,3.67810000,3.68610000,429159.20000000
2024-12-20 11:10:00,3.68650000,3.69350000,3.66400000,3.66570000,441023.40000000
2024-12-20 11:15:00,3.66580000,3.69000000,3.66480000,3.68210000,396877.30000000
2024-12-20 11:20:00,3.68210000,3.68900000,3.63020000,3.65330000,705478.20000000
2024-12-20 11:25:00,3.65300000,3.65340000,3.60540000,3.62060000,904231.80000000
2024-12-20 11:30:00,3.62060000,3.62790000,3.56230000,3.56700000,1001124.00000000
2024-12-20 11:35:00,3.56800000,3.60380000,3.52650000,3.54520000,3335123.30000000
2024-12-20 11:40:00,3.54550000,3.56480000,3.50860000,3.52250000,1673149.40000000
2024-12-20 11:45:00,3.52310000,3.55940000,3.50700000,3.53470000,1227484.70000000
2024-12-20 11:50:00,3.53440000,3.55500000,3.50010000,3.54830000,1112661.00000000
2024-12-20 11:55:00,3.54820000,3.56110000,3.50160000,3.50400000,957023.50000000
2024-12-20 12:00:00,3.50400000,3.54860000,3.49430000,3.51830000,1177367.30000000
2024-12-20 12:05:00,3.51820000,3.54360000,3.49200000,3.51460000,972459.10000000
2024-12-20 12:10:00,3.51460000,3.59930000,3.51080000,3.59260000,965580.40000000
2024-12-20 12:15:00,3.59120000,3.64390000,3.58250000,3.63660000,1187724.90000000
2024-12-20 12:20:00,3.63650000,3.69000000,3.63490000,3.68580000,1495485.50000000
2024-12-20 12:25:00,3.68580000,3.72530000,3.66790000,3.72290000,1594460.90000000
2024-12-20 12:30:00,3.72290000,3.75330000,3.69760000,3.72680000,1417352.60000000
2024-12-20 12:35:00,3.72700000,3.77560000,3.71900000,3.76920000,1494159.70000000
2024-12-20 12:40:00,3.76920000,3.77600000,3.72910000,3.74290000,876812.50000000
2024-12-20 12:45:00,3.74290000,3.78180000,3.73800000,3.77610000,896033.70000000
2024-12-20 12:50:00,3.77630000,3.80620000,3.75220000,3.75760000,1049357.40000000
2024-12-20 12:55:00,3.75740000,3.75810000,3.72810000,3.74550000,596860.40000000
2024-12-20 13:00:00,3.74540000,3.77070000,3.72310000,3.75970000,755974.60000000
2024-12-20 13:05:00,3.75960000,3.76700000,3.72590000,3.73840000,673226.70000000
2024-12-20 13:10:00,3.73840000,3.76960000,3.73160000,3.76290000,556866.10000000
2024-12-20 13:15:00,3.76300000,3.76720000,3.71880000,3.73200000,646773.80000000
2024-12-20 13:20:00,3.73190000,3.74400000,3.71290000,3.73900000,453953.90000000
2024-12-20 13:25:00,3.73860000,3.75200000,3.70970000,3.72020000,449983.60000000
2024-12-20 13:30:00,3.72050000,3.89430000,3.71710000,3.88840000,3604167.50000000
2024-12-20 13:35:00,3.88830000,4.00840000,3.88380000,3.97790000,2447553.40000000
2024-12-20 13:40:00,3.97730000,4.03560000,3.96720000,4.02960000,1373607.10000000
2024-12-20 13:45:00,4.02700000,4.11560000,4.01820000,4.10510000,2555568.40000000
2024-12-20 13:50:00,4.10460000,4.17880000,4.05300000,4.16510000,2217796.40000000
2024-12-20 13:55:00,4.16500000,4.17960000,4.05850000,4.09140000,2256638.20000000
2024-12-20 14:00:00,4.09180000,4.09440000,4.04160000,4.07820000,1035639.10000000
2024-12-20 14:05:00,4.07810000,4.14320000,4.07100000,4.09610000,1372836.60000000
2024-12-20 14:10:00,4.09630000,4.13620000,4.09250000,4.13030000,818555.90000000
2024-12-20 14:15:00,4.13020000,4.15000000,4.11340000,4.13730000,1283002.10000000
2024-12-20 14:20:00,4.13720000,4.19260000,4.11050000,4.11960000,1613441.20000000
2024-12-20 14:25:00,4.11980000,4.15280000,4.11860000,4.12480000,891409.90000000
2024-12-20 14:30:00,4.12490000,4.18380000,4.10770000,4.15900000,1180750.70000000
2024-12-20 14:35:00,4.15900000,4.21740000,4.14980000,4.21620000,1224020.20000000
2024-12-20 14:40:00,4.21610000,4.22840000,4.16060000,4.18360000,1399787.30000000
2024-12-20 14:45:00,4.18300000,4.18300000,4.12050000,4.12640000,1423665.30000000
2024-12-20 14:50:00,4.12620000,4.18410000,4.11350000,4.17400000,1141278.70000000
2024-12-20 14:55:00,4.17440000,4.20270000,4.15200000,4.15800000,749340.00000000
2024-12-20 15:00:00,4.15890000,4.19130000,4.15670000,4.18000000,597492.50000000
2024-12-20 15:05:00,4.17960000,4.19440000,4.16710000,4.16760000,379393.10000000
2024-12-20 15:10:00,4.16800000,4.21800000,4.16060000,4.21360000,616005.50000000
2024-12-20 15:15:00,4.21280000,4.31690000,4.19680000,4.26760000,1629372.80000000
2024-12-20 15:20:00,4.26770000,4.29570000,4.25200000,4.28330000,930810.00000000
2024-12-20 15:25:00,4.28330000,4.33690000,4.27200000,4.31850000,1004793.70000000
2024-12-20 15:30:00,4.31840000,4.34480000,4.29520000,4.29520000,963070.40000000
2024-12-20 15:35:00,4.29700000,4.35000000,4.27150000,4.27330000,1214219.00000000
2024-12-20 15:40:00,4.27300000,4.28870000,4.24660000,4.26330000,697258.40000000
2024-12-20 15:45:00,4.26330000,4.30310000,4.24940000,4.27580000,935746.30000000
2024-12-20 15:50:00,4.27580000,4.29810000,4.26660000,4.26700000,546648.10000000
2024-12-20 15:55:00,4.26650000,4.31870000,4.26420000,4.28920000,867258.40000000
2024-12-20 16:00:00,4.28910000,4.29560000,4.23610000,4.29560000,1160225.10000000
2024-12-20 16:05:00,4.29510000,4.32520000,4.27880000,4.29330000,1223397.20000000
2024-12-20 16:10:00,4.29320000,4.34280000,4.27870000,4.33480000,832990.60000000
2024-12-20 16:15:00,4.33480000,4.39000000,4.33300000,4.37850000,1400988.80000000
2024-12-20 16:20:00,4.37820000,4.38200000,4.34780000,4.36860000,760654.50000000
2024-12-20 16:25:00,4.36850000,4.38780000,4.34320000,4.34990000,599018.10000000
2024-12-20 16:30:00,4.35110000,4.35150000,4.30970000,4.34540000,676278.50000000
2024-12-20 16:35:00,4.34500000,4.49450000,4.34390000,4.49150000,1978791.80000000
2024-12-20 16:40:00,4.49160000,4.58310000,4.47410000,4.56140000,2167159.60000000
2024-12-20 16:45:00,4.56120000,4.58660000,4.45740000,4.46320000,1772400.90000000
2024-12-20 16:50:00,4.46320000,4.51040000,4.46020000,4.50530000,1250776.40000000
2024-12-20 16:55:00,4.50350000,4.50660000,4.46060000,4.48410000,943895.00000000
2024-12-20 17:00:00,4.48410000,4.50360000,4.45520000,4.50000000,824920.40000000
2024-12-20 17:05:00,4.49990000,4.54950000,4.49070000,4.53690000,810692.10000000
2024-12-20 17:10:00,4.53680000,4.53830000,4.50360000,4.51450000,753048.20000000
2024-12-20 17:15:00,4.51440000,4.52750000,4.42210000,4.42920000,1730507.90000000
2024-12-20 17:20:00,4.42960000,4.43890000,4.36060000,4.43670000,1677869.60000000
2024-12-20 17:25:00,4.43670000,4.52090000,4.43670000,4.52000000,767550.90000000
2024-12-20 17:30:00,4.52000000,4.52080000,4.48000000,4.49250000,601346.70000000
2024-12-20 17:35:00,4.49260000,4.52160000,4.48060000,4.51220000,324110.50000000
2024-12-20 17:40:00,4.51160000,4.51160000,4.47440000,4.48510000,495462.10000000
2024-12-20 17:45:00,4.48550000,4.48900000,4.45810000,4.46680000,388036.30000000
2024-12-20 17:50:00,4.46720000,4.50730000,4.46380000,4.49420000,803867.10000000
2024-12-20 17:55:00,4.49430000,4.51690000,4.49200000,4.49630000,443894.90000000
2024-12-20 18:00:00,4.49670000,4.50380000,4.47370000,4.49350000,328616.80000000
2024-12-20 18:05:00,4.49340000,4.49930000,4.44690000,4.44740000,489671.90000000
2024-12-20 18:10:00,4.44750000,4.47420000,4.44330000,4.44990000,436707.80000000
2024-12-20 18:15:00,4.44930000,4.47610000,4.43960000,4.47190000,365529.00000000
2024-12-20 18:20:00,4.47180000,4.47690000,4.44530000,4.46040000,345726.90000000
2024-12-20 18:25:00,4.45970000,4.48060000,4.45070000,4.47750000,279838.90000000
2024-12-20 18:30:00,4.47750000,4.47840000,4.43210000,4.45060000,697218.60000000
2024-12-20 18:35:00,4.45060000,4.47170000,4.43660000,4.47120000,481797.10000000
2024-12-20 18:40:00,4.47120000,4.49310000,4.45610000,4.47470000,584370.30000000
2024-12-20 18:45:00,4.47470000,4.48230000,4.46160000,4.47860000,256661.70000000
2024-12-20 18:50:00,4.47910000,4.49380000,4.46390000,4.47990000,335516.60000000
2024-12-20 18:55:00,4.47980000,4.50000000,4.47980000,4.48190000,308710.30000000
2024-12-20 19:00:00,4.48190000,4.50110000,4.47950000,4.49230000,221008.20000000
2024-12-20 19:05:00,4.49220000,4.50840000,4.47710000,4.50460000,291655.80000000
2024-12-20 19:10:00,4.50430000,4.50580000,4.47610000,4.48410000,145103.30000000
2024-12-20 19:15:00,4.48410000,4.51000000,4.48100000,4.51000000,583953.00000000
2024-12-20 19:20:00,4.51000000,4.51690000,4.48290000,4.48680000,601545.30000000
2024-12-20 19:25:00,4.48650000,4.50350000,4.47100000,4.50180000,286984.00000000
2024-12-20 19:30:00,4.50180000,4.50730000,4.48340000,4.48790000,200354.80000000
2024-12-20 19:35:00,4.48790000,4.50090000,4.47180000,4.48350000,298363.50000000
2024-12-20 19:40:00,4.48300000,4.49160000,4.47100000,4.48690000,238423.50000000
2024-12-20 19:45:00,4.48690000,4.50180000,4.48450000,4.48670000,274048.20000000
2024-12-20 19:50:00,4.48670000,4.50860000,4.47320000,4.50450000,332921.90000000
2024-12-20 19:55:00,4.50450000,4.51030000,4.49410000,4.50470000,210843.80000000
2024-12-20 20:00:00,4.50480000,4.50630000,4.45820000,4.46160000,610756.10000000
2024-12-20 20:05:00,4.46170000,4.47580000,4.45050000,4.46130000,477369.70000000
2024-12-20 20:10:00,4.46140000,4.50660000,4.45540000,4.48870000,375424.80000000
2024-12-20 20:15:00,4.48870000,4.50360000,4.47610000,4.50270000,224933.40000000
2024-12-20 20:20:00,4.50240000,4.51700000,4.49570000,4.49570000,237083.90000000
2024-12-20 20:25:00,4.49560000,4.51040000,4.48110000,4.48760000,166002.70000000
2024-12-20 20:30:00,4.48810000,4.50000000,4.46300000,4.49490000,523089.30000000
2024-12-20 20:35:00,4.49480000,4.52880000,4.49270000,4.52220000,534915.80000000
2024-12-20 20:40:00,4.52220000,4.52370000,4.49910000,4.51790000,201918.40000000
2024-12-20 20:45:00,4.51790000,4.53170000,4.51540000,4.52750000,267526.90000000
2024-12-20 20:50:00,4.52740000,4.52980000,4.50640000,4.50910000,280939.00000000
2024-12-20 20:55:00,4.50900000,4.52980000,4.50320000,4.52730000,377054.00000000
2024-12-20 21:00:00,4.52690000,4.53570000,4.49910000,4.50130000,550905.80000000
2024-12-20 21:05:00,4.50170000,4.52030000,4.47280000,4.47350000,368550.40000000
2024-12-20 21:10:00,4.47400000,4.48130000,4.40700000,4.41570000,1837198.50000000
2024-12-20 21:15:00,4.41560000,4.47880000,4.41560000,4.46720000,868788.70000000
2024-12-20 21:20:00,4.46690000,4.48880000,4.45130000,4.47990000,511388.20000000
2024-12-20 21:25:00,4.47990000,4.51420000,4.47030000,4.48460000,541803.40000000
2024-12-20 21:30:00,4.48470000,4.51550000,4.48150000,4.49720000,420145.40000000
2024-12-20 21:35:00,4.49720000,4.51650000,4.49120000,4.50840000,287068.90000000
2024-12-20 21:40:00,4.50830000,4.51100000,4.48450000,4.49270000,291970.30000000
2024-12-20 21:45:00,4.49260000,4.51080000,4.48500000,4.50500000,210273.10000000
2024-12-20 21:50:00,4.50460000,4.52080000,4.49680000,4.51710000,237614.70000000
2024-12-20 21:55:00,4.51710000,4.52160000,4.50250000,4.51150000,200341.10000000
2024-12-20 22:00:00,4.51170000,4.51740000,4.49330000,4.49540000,218318.80000000
2024-12-20 22:05:00,4.49530000,4.52660000,4.49050000,4.51410000,400509.60000000
2024-12-20 22:10:00,4.51420000,4.52990000,4.50510000,4.52500000,354117.90000000
2024-12-20 22:15:00,4.52490000,4.55390000,4.52270000,4.55020000,518596.70000000
2024-12-20 22:20:00,4.55060000,4.57320000,4.54400000,4.56310000,450938.50000000
2024-12-20 22:25:00,4.56280000,4.56400000,4.54810000,4.56210000,282174.20000000
2024-12-20 22:30:00,4.56200000,4.61930000,4.55910000,4.58510000,743459.50000000
2024-12-20 22:35:00,4.58410000,4.58410000,4.54400000,4.54700000,492702.30000000
2024-12-20 22:40:00,4.54610000,4.55620000,4.54050000,4.54710000,277521.50000000
2024-12-20 22:45:00,4.54700000,4.56520000,4.53750000,4.56410000,221458.30000000
2024-12-20 22:50:00,4.56410000,4.57860000,4.54770000,4.57830000,153106.80000000
2024-12-20 22:55:00,4.57830000,4.58690000,4.55780000,4.56730000,213457.20000000
2024-12-20 23:00:00,4.56680000,4.57840000,4.55830000,4.56630000,247906.60000000
2024-12-20 23:05:00,4.56610000,4.56990000,4.55230000,4.55580000,156491.40000000
2024-12-20 23:10:00,4.55580000,4.55980000,4.54320000,4.54320000,221184.20000000
2024-12-20 23:15:00,4.54330000,4.54940000,4.53020000,4.54590000,262186.20000000
2024-12-20 23:20:00,4.54590000,4.56550000,4.54540000,4.54540000,137778.90000000
2024-12-20 23:25:00,4.54490000,4.56490000,4.54380000,4.56120000,134672.70000000
2024-12-20 23:30:00,4.56120000,4.57140000,4.55670000,4.56980000,178356.70000000
2024-12-20 23:35:00,4.56990000,4.57070000,4.54940000,4.56210000,148669.10000000
2024-12-20 23:40:00,4.56210000,4.57140000,4.55430000,4.56250000,135206.40000000
2024-12-20 23:45:00,4.56240000,4.57180000,4.55660000,4.56400000,176902.30000000
2024-12-20 23:50:00,4.56390000,4.56510000,4.54760000,4.55700000,193267.90000000
2024-12-20 23:55:00,4.55700000,4.58360000,4.55700000,4.58150000,244117.20000000
2024-12-21 00:00:00,4.58160000,4.58540000,4.55560000,4.56330000,260776.90000000
2024-12-21 00:05:00,4.56350000,4.56380000,4.51830000,4.52100000,595249.90000000
2024-12-21 00:10:00,4.52110000,4.55320000,4.51880000,4.54630000,333829.30000000
2024-12-21 00:15:00,4.54630000,4.56230000,4.53040000,4.53110000,291020.70000000
2024-12-21 00:20:00,4.53130000,4.54000000,4.51870000,4.53210000,374242.20000000
2024-12-21 00:25:00,4.53220000,4.54010000,4.52570000,4.53450000,187048.10000000
2024-12-21 00:30:00,4.53430000,4.54000000,4.51930000,4.52200000,465365.70000000
2024-12-21 00:35:00,4.52190000,4.55670000,4.51880000,4.55420000,433763.80000000
2024-12-21 00:40:00,4.55440000,4.55850000,4.52140000,4.52290000,249035.80000000
2024-12-21 00:45:00,4.52310000,4.53020000,4.51010000,4.51690000,304693.40000000
2024-12-21 00:50:00,4.51690000,4.52760000,4.51510000,4.52210000,183189.80000000
2024-12-21 00:55:00,4.52210000,4.55000000,4.52200000,4.55000000,180017.40000000
2024-12-21 01:00:00,4.54990000,4.59550000,4.54280000,4.59470000,474895.00000000
2024-12-21 01:05:00,4.59330000,4.61400000,4.57910000,4.61240000,369269.60000000
2024-12-21 01:10:00,4.61240000,4.61300000,4.57590000,4.58010000,317962.40000000
2024-12-21 01:15:00,4.58000000,4.59140000,4.54270000,4.54340000,471928.10000000
2024-12-21 01:20:00,4.54340000,4.56320000,4.53360000,4.55850000,283261.60000000
2024-12-21 01:25:00,4.55850000,4.56910000,4.55240000,4.56150000,144194.70000000
2024-12-21 01:30:00,4.56170000,4.56300000,4.52860000,4.53590000,266620.20000000
2024-12-21 01:35:00,4.53580000,4.54290000,4.52300000,4.52960000,214628.50000000
2024-12-21 01:40:00,4.53010000,4.55080000,4.52840000,4.54540000,113729.50000000
2024-12-21 01:45:00,4.54520000,4.56520000,4.54220000,4.56110000,214600.10000000
2024-12-21 01:50:00,4.56060000,4.56130000,4.54720000,4.55500000,86553.30000000
2024-12-21 01:55:00,4.55500000,4.56400000,4.54650000,4.55080000,131801.20000000
2024-12-21 02:00:00,4.55080000,4.55640000,4.54280000,4.55250000,138714.80000000
2024-12-21 02:05:00,4.55240000,4.55510000,4.53670000,4.54590000,122369.50000000
2024-12-21 02:10:00,4.54590000,4.55500000,4.52920000,4.53550000,154301.90000000
2024-12-21 02:15:00,4.53540000,4.55760000,4.53540000,4.54130000,201037.90000000
2024-12-21 02:20:00,4.54130000,4.56940000,4.54130000,4.56350000,242878.90000000
2024-12-21 02:25:00,4.56390000,4.57110000,4.54350000,4.54410000,142600.90000000
2024-12-21 02:30:00,4.54410000,4.56480000,4.54060000,4.56480000,130325.80000000
2024-12-21 02:35:00,4.56470000,4.56580000,4.55010000,4.55390000,180377.50000000
2024-12-21 02:40:00,4.55370000,4.56360000,4.54310000,4.54550000,189859.30000000
2024-12-21 02:45:00,4.54550000,4.55360000,4.52750000,4.54300000,219921.20000000
2024-12-21 02:50:00,4.54300000,4.54550000,4.52890000,4.53850000,138067.70000000
2024-12-21 02:55:00,4.53830000,4.53980000,4.52410000,4.52790000,88447.80000000
2024-12-21 03:00:00,4.52800000,4.53140000,4.49690000,4.49810000,322669.90000000
2024-12-21 03:05:00,4.49850000,4.51260000,4.49260000,4.51090000,260314.10000000
2024-12-21 03:10:00,4.51080000,4.52430000,4.50730000,4.52420000,117219.80000000
2024-12-21 03:15:00,4.52420000,4.56500000,4.52410000,4.56360000,463452.90000000
2024-12-21 03:20:00,4.56360000,4.57360000,4.55410000,4.56910000,288282.00000000
2024-12-21 03:25:00,4.56910000,4.57540000,4.55770000,4.56300000,205988.80000000
2024-12-21 03:30:00,4.56290000,4.57590000,4.55630000,4.56770000,159371.90000000
2024-12-21 03:35:00,4.56770000,4.56890000,4.55390000,4.55720000,81220.70000000
2024-12-21 03:40:00,4.55710000,4.56650000,4.55170000,4.55370000,70771.50000000
2024-12-21 03:45:00,4.55360000,4.57720000,4.55280000,4.57640000,114841.50000000
2024-12-21 03:50:00,4.57630000,4.60010000,4.57620000,4.59800000,354530.80000000
2024-12-21 03:55:00,4.59790000,4.59950000,4.58280000,4.59310000,174260.00000000
2024-12-21 04:00:00,4.59330000,4.62560000,4.58850000,4.62240000,495982.20000000
2024-12-21 04:05:00,4.62180000,4.63150000,4.61410000,4.62930000,309335.10000000
2024-12-21 04:10:00,4.62930000,4.62930000,4.60420000,4.62370000,271953.30000000
2024-12-21 04:15:00,4.62400000,4.62540000,4.59510000,4.59940000,206990.70000000
2024-12-21 04:20:00,4.59930000,4.61410000,4.59490000,4.60930000,126646.00000000
2024-12-21 04:25:00,4.60930000,4.62720000,4.60750000,4.62610000,243207.20000000
2024-12-21 04:30:00,4.62610000,4.65940000,4.62390000,4.65510000,525218.30000000
2024-12-21 04:35:00,4.65520000,4.67620000,4.64720000,4.65380000,477710.40000000
2024-12-21 04:40:00,4.65400000,4.68300000,4.65400000,4.67240000,454788.20000000
2024-12-21 04:45:00,4.67250000,4.67700000,4.65860000,4.67380000,376608.40000000
2024-12-21 04:50:00,4.67390000,4.69970000,4.67180000,4.69560000,496162.00000000
2024-12-21 04:55:00,4.69600000,4.71000000,4.69570000,4.70890000,431069.10000000
2024-12-21 05:00:00,4.70890000,4.73660000,4.70530000,4.72020000,701564.30000000
2024-12-21 05:05:00,4.72020000,4.76990000,4.72000000,4.76240000,816740.10000000
2024-12-21 05:10:00,4.76250000,4.76690000,4.74130000,4.75920000,433761.40000000
2024-12-21 05:15:00,4.75910000,4.76580000,4.73400000,4.74680000,771320.10000000
2024-12-21 05:20:00,4.74680000,4.75120000,4.73070000,4.74370000,299578.90000000
